new_essay_id,essay,tid1,tid2,grade,type,instructions,group,match_type
257,"The features the cyclist experianced during his ride affect his body and mind. At first the cyclist was on flat graund, drinking plenty of water and without fear. But when he came to his second town, he became ton on water. This troubled him, but he was optomistic telling himself the next town was only eighteen miles. After this the road was replaced by short, rolling hills. this started to trouble him. Dehydration started to set him and every hill was a challenge. Once out of water he sucked on pebbles and hopped it would take your mind off of thirst. When he finally made it, he was so relieved. Everything from dehydration, wich affects the body to lozing hope affected the cyclist on his ride",4,6,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.",9,teacher-teacher
257,"The features the cyclist experianced during his ride affect his body and mind. At first the cyclist was on flat graund, drinking plenty of water and without fear. But when he came to his second town, he became ton on water. This troubled him, but he was optomistic telling himself the next town was only eighteen miles. After this the road was replaced by short, rolling hills. this started to trouble him. Dehydration started to set him and every hill was a challenge. Once out of water he sucked on pebbles and hopped it would take your mind off of thirst. When he finally made it, he was so relieved. Everything from dehydration, wich affects the body to lozing hope affected the cyclist on his ride",4,GPT4o,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.",14,teacher-AI
257,"The features the cyclist experianced during his ride affect his body and mind. At first the cyclist was on flat graund, drinking plenty of water and without fear. But when he came to his second town, he became ton on water. This troubled him, but he was optomistic telling himself the next town was only eighteen miles. After this the road was replaced by short, rolling hills. this started to trouble him. Dehydration started to set him and every hill was a challenge. Once out of water he sucked on pebbles and hopped it would take your mind off of thirst. When he finally made it, he was so relieved. Everything from dehydration, wich affects the body to lozing hope affected the cyclist on his ride",6,GPT4o,hs,Literary,"Read ""ROUGH ROAD AHEAD: Do Not Exceed Posted Speed Limit"" by Joe Kurmaskie. Write a response that explains how the features of the setting affect the cyclist. In your response, include examples from the essay that support your conclusion.",4,teacher-AI
258,"The mood created in the memoir is I think comfort and happiness. First in paragraph @NUM1 ""Here, the innocence of childhood the congregation of family and friends the endless celebrations."" These all make people happy childhood, family, friends and partys, so its no wonder that I think the memoir is happy. Also in paragraph @NUM2 ""My parents always kept their arms and their door open to the many people we consider family knowing that they would do the same for us."" This puts a smile to my face that people are so giving to others when they don't have to, I hope it brings a smile to you to. Last in paragraph @NUM3 ""filled the air with not just sent and music but life and love."" when I read this I think of nothing bad jut a family singing, laughing and all by a warm cozy fire place. It brings me comfort. Over all thats why I think the memoir is comforting and happy,",11,5,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",14,teacher-teacher
258,"The mood created in the memoir is I think comfort and happiness. First in paragraph @NUM1 ""Here, the innocence of childhood the congregation of family and friends the endless celebrations."" These all make people happy childhood, family, friends and partys, so its no wonder that I think the memoir is happy. Also in paragraph @NUM2 ""My parents always kept their arms and their door open to the many people we consider family knowing that they would do the same for us."" This puts a smile to my face that people are so giving to others when they don't have to, I hope it brings a smile to you to. Last in paragraph @NUM3 ""filled the air with not just sent and music but life and love."" when I read this I think of nothing bad jut a family singing, laughing and all by a warm cozy fire place. It brings me comfort. Over all thats why I think the memoir is comforting and happy,",11,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",2,teacher-AI
258,"The mood created in the memoir is I think comfort and happiness. First in paragraph @NUM1 ""Here, the innocence of childhood the congregation of family and friends the endless celebrations."" These all make people happy childhood, family, friends and partys, so its no wonder that I think the memoir is happy. Also in paragraph @NUM2 ""My parents always kept their arms and their door open to the many people we consider family knowing that they would do the same for us."" This puts a smile to my face that people are so giving to others when they don't have to, I hope it brings a smile to you to. Last in paragraph @NUM3 ""filled the air with not just sent and music but life and love."" when I read this I think of nothing bad jut a family singing, laughing and all by a warm cozy fire place. It brings me comfort. Over all thats why I think the memoir is comforting and happy,",5,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",4,teacher-AI
259,"The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",1,12,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",5,teacher-teacher
259,"The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",1,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",2,teacher-AI
259,"The mood that the author created in this memoir is kinda sad because these imegrents that came to know america slefliss just to give thier children a better life. These imagrents do not have a lot to work with. They live in small homes that are durty but in a suprizing way the manage. All these imagrents from different cultures that live in the same neiborhood came together in great soldarity and frendship. There are other imigrents that are unlucky and don't find jobs or houses, they have to eather leave or stay tempory with other people until they get back on their feet. In conclusion in this memoir the author created a very sad mood as you can see from the some of the spesific deatils from the story I have included.",12,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",0,teacher-AI
260,"The mood the author created in the memoir was happy and joyful. The author explains were he lived as a child very vividly. from the air mixed with the aromas of cuban food to to cuban music the author still loves today. It seems like he had a good childhood. He says his parent were selfless and took in refugees in their home. It gives this story a warm feel like it could almost be your mom or dad. He make the story very personal with all the family members he explains. His parent, did the very best they could for their family. That is how the mood is set.",1,14,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",11,teacher-teacher
260,"The mood the author created in the memoir was happy and joyful. The author explains were he lived as a child very vividly. from the air mixed with the aromas of cuban food to to cuban music the author still loves today. It seems like he had a good childhood. He says his parent were selfless and took in refugees in their home. It gives this story a warm feel like it could almost be your mom or dad. He make the story very personal with all the family members he explains. His parent, did the very best they could for their family. That is how the mood is set.",1,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",19,teacher-AI
260,"The mood the author created in the memoir was happy and joyful. The author explains were he lived as a child very vividly. from the air mixed with the aromas of cuban food to to cuban music the author still loves today. It seems like he had a good childhood. He says his parent were selfless and took in refugees in their home. It gives this story a warm feel like it could almost be your mom or dad. He make the story very personal with all the family members he explains. His parent, did the very best they could for their family. That is how the mood is set.",14,GPT4o,ms,Literary,"Read ""Narciso Rodriguez"" by Narciso Rodriguez. Describe the mood created by the author in the memoir. Support your answer with relevant and specific information from the memoir.",15,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Claude,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",12,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Cynthia,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",1,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Faith Overall,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",10,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,GPT4o,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",11,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Gemini,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",16,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Hannah Ayers,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",16,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Llama3,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",10,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",ChatGPT,Molly Montgomery,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",3,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,Cynthia,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",13,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,Faith Overall,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",11,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,GPT4o,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",11,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,Gemini,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",14,AI-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,Hannah Ayers,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",4,teacher-AI
261,"The reason we are on this island is because our plane crashed offshore about one hundred feet. Then we drifted here. The plane has three days worth of food and 2 days worth of water. We could probably use some of the things on the plane to build shelter and a fire. There was a total of 10 people on the plane, nobody died when it crashed thinks to the pilot. We are college students on a vacation to Hawaii, but we hit a bad storm and drifted way off course. The pilot saw the island and crash landed near it. There is five guys and five girls, the, girls will get to sleep inside the plane so they don't get to cold or scared. The guys will sleep outside near the plane next to the fire because the plane is now not big enough to hold 10 people. The next day, the guys ventured further inland for some fruit to eat for breakfast. All of the sudden they were attacked by monkeys, so they ran back and squeezed in the plane until the ferocious monkeys left. They ate what fruit they were able to grab and then went to the ocean to catch some fish. While the guys were outside fishing, the girls built a sign out of logs that said ""HELP"". If they saw a boat or airplane, they would light it on fire so that they could be rescued. Two days past, then suddenly a loud buzzing noise ‘came from overhead, it was an airplane. They were saved! The plane had saw the smoke from their fire, It landed safely near the shore and picked them up.",Claude,Llama3,ms,Narrative,"Click the play button to listen to the audio. As you listen, read the journal entry below about people exploring an island far away. Then do the task. Students listen to a short audio clip of waves crashing on the shore and birds singing.   When we first arrived on the island, we saw mountains and fields with lots of colorful flowers and large, strange-looking trees. There were no people. No humans had ever been here before. The first animal we saw was so tall that it had to bend down to eat the leaves off the treetops . . . . Imagine that you are one of the people exploring this remote island. Write a story that begins where the journal entry ends.",14,AI-AI
